,Vector1,,,Vector2,,,Vector3,,,Vector4,,,Vector5,,,Vector6,,,Vector7,,
1235,-0.001156265,3.38E-04,2.22E-04,-8.81E-04,2.18E-04,-3.40E-04,0.003012987,1.77E-04,-4.11E-04,2.17E-04,8.83E-04,-3.57E-04,-3.73E-04,-3.40E-04,0.001585469,3.14E-04,1.20E-04,-9.30E-04,0.001982341,5.58E-04,-8.46E-04
1240,-3.64E-04,1.10E-04,1.74E-04,-3.24E-04,1.72E-04,-1.11E-04,0.001007471,1.58E-04,-1.45E-04,1.72E-04,3.25E-04,-1.17E-04,-4.89E-04,-2.76E-04,8.90E-04,9.94E-05,1.50E-04,-3.41E-04,5.64E-04,3.00E-04,-2.88E-04
1245,-1.47E-04,3.75E-05,1.56E-04,-1.42E-04,1.55E-04,-3.75E-05,3.65E-04,1.50E-04,-5.90E-05,1.55E-04,1.43E-04,-3.94E-05,-5.36E-04,-2.39E-04,6.43E-04,3.08E-05,1.64E-04,-1.49E-04,9.65E-05,2.19E-04,-1.04E-04
1250,-8.89E-05,3.13E-05,1.90E-04,-9.34E-05,1.87E-04,-2.97E-05,2.26E-04,1.80E-04,-4.79E-05,1.87E-04,9.66E-05,-3.14E-05,-5.37E-04,-2.69E-04,5.51E-04,2.32E-05,2.15E-04,-1.05E-04,-1.13E-04,2.41E-04,-5.01E-05
1255,-6.76E-05,2.99E-05,1.91E-04,-7.39E-05,1.88E-04,-2.78E-05,1.74E-04,1.81E-04,-4.40E-05,1.88E-04,7.79E-05,-2.94E-05,-5.36E-04,-2.70E-04,4.95E-04,2.17E-05,2.27E-04,-8.69E-05,-1.83E-04,2.42E-04,-2.99E-05
1260,-5.74E-05,2.97E-05,1.82E-04,-6.39E-05,1.79E-04,-2.75E-05,1.50E-04,1.72E-04,-4.21E-05,1.79E-04,6.81E-05,-2.90E-05,-5.36E-04,-2.61E-04,4.52E-04,2.18E-05,2.25E-04,-7.71E-05,-2.05E-04,2.37E-04,-2.08E-05
1265,-5.10E-05,2.96E-05,1.68E-04,-5.74E-05,1.65E-04,-2.73E-05,1.34E-04,1.58E-04,-4.03E-05,1.65E-04,6.15E-05,-2.88E-05,-5.36E-04,-2.49E-04,4.17E-04,2.20E-05,2.18E-04,-7.05E-05,-2.11E-04,2.27E-04,-1.62E-05
1270,-4.59E-05,2.98E-05,1.57E-04,-5.20E-05,1.54E-04,-2.76E-05,1.23E-04,1.47E-04,-3.96E-05,1.54E-04,5.60E-05,-2.90E-05,-5.36E-04,-2.40E-04,3.84E-04,2.28E-05,2.12E-04,-6.47E-05,-2.13E-04,2.21E-04,-1.19E-05
1275,-4.15E-05,2.99E-05,1.45E-04,-4.73E-05,1.42E-04,-2.78E-05,1.13E-04,1.35E-04,-3.87E-05,1.42E-04,5.11E-05,-2.92E-05,-5.35E-04,-2.30E-04,3.54E-04,2.34E-05,2.06E-04,-5.96E-05,-2.12E-04,2.13E-04,-8.45E-06
1280,-3.74E-05,2.99E-05,1.34E-04,-4.30E-05,1.31E-04,-2.80E-05,1.03E-04,1.24E-04,-3.78E-05,1.31E-04,4.66E-05,-2.93E-05,-5.35E-04,-2.21E-04,3.26E-04,2.39E-05,1.99E-04,-5.49E-05,-2.11E-04,2.06E-04,-5.46E-06
1285,-3.37E-05,2.99E-05,1.23E-04,-3.90E-05,1.20E-04,-2.81E-05,9.36E-05,1.14E-04,-3.69E-05,1.20E-04,4.25E-05,-2.93E-05,-5.35E-04,-2.13E-04,3.00E-04,2.43E-05,1.93E-04,-5.04E-05,-2.10E-04,1.98E-04,-2.73E-06
1290,-3.02E-05,2.99E-05,1.13E-04,-3.53E-05,1.10E-04,-2.81E-05,8.46E-05,1.04E-04,-3.61E-05,1.10E-04,3.86E-05,-2.93E-05,-5.35E-04,-2.05E-04,2.76E-04,2.47E-05,1.87E-04,-4.63E-05,-2.08E-04,1.91E-04,-1.93E-07
1295,-2.69E-05,2.98E-05,1.03E-04,-3.18E-05,1.00E-04,-2.81E-05,7.61E-05,9.44E-05,-3.53E-05,1.00E-04,3.49E-05,-2.92E-05,-5.35E-04,-1.97E-04,2.54E-04,2.50E-05,1.81E-04,-4.23E-05,-2.07E-04,1.85E-04,2.17E-06
1300,-2.39E-05,2.97E-05,9.38E-05,-2.85E-05,9.13E-05,-2.81E-05,6.80E-05,8.56E-05,-3.44E-05,9.14E-05,3.14E-05,-2.92E-05,-5.35E-04,-1.90E-04,2.34E-04,2.53E-05,1.75E-04,-3.86E-05,-2.05E-04,1.78E-04,4.38E-06
1305,0.084244953,0.007971406,-0.015646465,0.011588683,-0.016024493,-0.007778041,0.015124681,-0.016657318,-0.006294954,-0.01606693,-0.011719205,-0.0078743,0.008315456,-0.142398844,-0.032911888,0.008733746,0.145712179,0.011371082,1.789380884,0.143881691,0.033655562
1310,-0.553210755,0.038253359,-0.115519673,0.032396451,-0.121488973,-0.014250449,-0.046566145,-0.122181622,-0.002125517,-0.121489572,-0.032378771,-0.014083143,0.014928461,0.237242885,0.004225008,0.015824779,-0.235219049,0.031475315,-0.04763923,-0.233092064,0.038337797
1315,-9.94349315,0.742572589,-0.752910045,0.059583189,-1.058097821,0.044886026,-0.697412373,-1.053307376,0.104842347,-1.058015714,-0.060052421,0.045264159,-0.044476949,0.539986136,0.017771667,-0.043767217,-0.536700958,0.063090695,-0.729793559,-0.535232741,0.073030547
1320,-0.099541395,0.857129249,-0.47960155,-0.527708477,-0.968298165,0.196198124,-0.296403391,-0.971001746,0.18068581,-0.968359949,0.527745694,0.196013988,-0.218151814,0.564333574,0.607425007,-0.218209676,-0.648488267,-0.518277264,-0.079825697,-0.62403676,-0.54969096
1325,0.172324151,0.076609358,0.011446132,0.099821418,-0.06583555,-0.033462148,0.405390031,-0.065720785,-0.0374475,-0.065728187,-0.10000741,-0.033072627,0.03439573,0.137573836,-0.077352334,0.035429226,-0.124408203,0.099527982,0.273412752,-0.126723991,0.100240706
1330,-0.136931756,-0.236750727,-0.111788296,-0.186545687,0.174034368,0.198004406,0.319915333,0.183030793,0.189123924,0.174023263,0.186614559,0.19800059,-0.21023922,0.074872391,0.18497862,-0.211085081,-0.10148212,-0.171367791,0.19738746,-0.112638173,-0.162697201
1335,-0.064274301,-0.109795854,-0.075989294,-0.081043936,0.07063067,0.114159362,0.143592637,0.08335795,0.104731216,0.070630235,0.081104658,0.114175307,-0.122823128,0.007553925,0.071069484,-0.122105903,-0.017978833,-0.068735831,0.043040757,-0.026227911,-0.065471593
1340,0.004418978,0.007488855,-0.003560435,-3.32E-04,-0.008285559,5.27E-04,0.00283941,-0.007775155,0.001053955,-0.008283328,2.90E-04,5.42E-04,-0.002076298,0.011726898,0.001947139,-7.16E-04,-0.011854577,7.82E-05,0.007850133,-0.012006463,0.001900046
1345,0.001406401,0.002459706,-0.001242285,-1.29E-04,-0.002745153,2.14E-04,7.16E-04,-0.002571876,3.92E-04,-0.002744728,1.17E-04,2.18E-04,-0.00110495,0.004013705,6.86E-04,-2.76E-04,-0.004052149,4.02E-06,0.002711862,-0.004099948,6.22E-04
1350,4.10E-04,8.11E-04,-4.93E-04,-8.13E-05,-9.33E-04,1.25E-04,1.52E-04,-8.69E-04,1.88E-04,-9.33E-04,7.82E-05,1.26E-04,-7.99E-04,0.00148014,2.85E-04,-1.47E-04,-0.001494588,-3.46E-05,0.00101505,-0.001511918,1.88E-04
1355,-9.47E-05,3.48E-04,-2.69E-04,-7.46E-05,-4.22E-04,9.24E-05,-3.75E-05,-3.96E-04,1.30E-04,-4.22E-04,7.66E-05,9.18E-05,-6.96E-04,6.53E-04,1.70E-04,-1.04E-04,-6.64E-04,-6.25E-05,4.33E-04,-6.74E-04,3.20E-05
1360,-2.46E-04,1.93E-04,-1.98E-04,-7.14E-05,-2.52E-04,8.55E-05,-8.40E-05,-2.37E-04,1.15E-04,-2.52E-04,7.50E-05,8.44E-05,-6.66E-04,3.78E-04,1.30E-04,-9.30E-05,-3.89E-04,-7.00E-05,2.47E-04,-3.97E-04,-1.77E-05
1365,-2.86E-04,1.39E-04,-1.70E-04,-6.96E-05,-1.92E-04,8.20E-05,-9.51E-05,-1.81E-04,1.07E-04,-1.92E-04,7.32E-05,8.08E-05,-6.54E-04,2.83E-04,1.14E-04,-8.80E-05,-2.94E-04,-7.02E-05,1.85E-04,-3.00E-04,-3.25E-05
1370,-2.90E-04,1.17E-04,-1.57E-04,-6.83E-05,-1.67E-04,8.01E-05,-9.48E-05,-1.57E-04,1.03E-04,-1.67E-04,7.14E-05,7.90E-05,-6.50E-04,2.46E-04,1.06E-04,-8.55E-05,-2.57E-04,-6.83E-05,1.65E-04,-2.63E-04,-3.61E-05
1375,-2.81E-04,1.03E-04,-1.47E-04,-6.61E-05,-1.50E-04,7.88E-05,-8.95E-05,-1.41E-04,9.94E-05,-1.50E-04,6.87E-05,7.78E-05,-6.48E-04,2.25E-04,9.88E-05,-8.35E-05,-2.37E-04,-6.49E-05,1.58E-04,-2.42E-04,-3.57E-05
1380,-2.70E-04,9.75E-05,-1.42E-04,-6.60E-05,-1.44E-04,7.85E-05,-8.52E-05,-1.34E-04,9.78E-05,-1.44E-04,6.80E-05,7.76E-05,-6.48E-04,2.18E-04,9.61E-05,-8.32E-05,-2.29E-04,-6.34E-05,1.56E-04,-2.34E-04,-3.53E-05
1385,-2.58E-04,9.18E-05,-1.38E-04,-6.54E-05,-1.37E-04,7.84E-05,-8.00E-05,-1.26E-04,9.64E-05,-1.37E-04,6.70E-05,7.76E-05,-6.48E-04,2.12E-04,9.34E-05,-8.30E-05,-2.23E-04,-6.16E-05,1.55E-04,-2.28E-04,-3.43E-05
1390,-2.45E-04,8.61E-05,-1.34E-04,-6.46E-05,-1.30E-04,7.84E-05,-7.46E-05,-1.20E-04,9.52E-05,-1.30E-04,6.59E-05,7.77E-05,-6.48E-04,2.07E-04,9.09E-05,-8.28E-05,-2.18E-04,-5.99E-05,1.55E-04,-2.22E-04,-3.33E-05
1395,-2.33E-04,8.07E-05,-1.30E-04,-6.38E-05,-1.24E-04,7.85E-05,-6.92E-05,-1.13E-04,9.42E-05,-1.24E-04,6.48E-05,7.79E-05,-6.48E-04,2.02E-04,8.87E-05,-8.28E-05,-2.13E-04,-5.83E-05,1.55E-04,-2.18E-04,-3.24E-05
1400,-2.22E-04,7.56E-05,-1.27E-04,-6.30E-05,-1.18E-04,7.87E-05,-6.40E-05,-1.07E-04,9.34E-05,-1.18E-04,6.38E-05,7.81E-05,-6.49E-04,1.98E-04,8.67E-05,-8.29E-05,-2.09E-04,-5.69E-05,1.55E-04,-2.13E-04,-3.15E-05
1405,0.422096236,-0.227001183,-0.058341899,-0.021282213,0.182573465,0.146893664,0.178510295,0.200764211,0.120753018,0.182560808,0.021319497,0.146861445,-0.14744039,0.027990742,0.008459623,-0.148177306,-0.028927647,-0.004164257,0.146376278,-0.029127252,-2.65E-04
1410,1.046149866,-0.58940414,-0.156604082,-0.101321384,0.420057877,0.442300344,4.007563914,0.559322881,0.227430456,0.420026824,0.101313026,0.442326832,-0.451253899,0.073922934,0.034385275,-0.453230876,-0.078238493,-0.022933128,0.415254413,-0.081420932,-0.004586214
1415,1.188107369,-0.535755666,0.014314904,0.118474811,0.40003756,0.35602979,0.540539784,0.538589746,-0.010908382,0.400024381,-0.118569159,0.356092346,-0.316592122,0.007465009,-0.206014865,-0.315480645,0.023466171,0.20543531,0.049912134,0.084839241,0.18896857
1420,6.53156735,-0.922204197,0.075123737,-0.127280954,0.623293238,0.684811549,0.790384212,0.926155546,0.030116629,0.623447447,0.127232015,0.684712091,-0.687990248,0.160607328,-0.049146009,-0.692308929,-0.151361594,0.071844806,0.153239389,-0.116895656,0.120392514
1425,1.712360031,-0.099922103,0.316620562,0.181554227,0.323100472,0.019454002,-0.61471125,0.241436755,-0.219345051,0.323123317,-0.181774862,0.019757253,0.034449313,-0.362912705,-0.238243238,0.036937362,0.394480847,0.180843921,0.14035902,0.433213587,0.027589117
1430,0.798611304,0.520085286,-0.252596184,0.280061349,-0.2790843,-0.49920423,-0.826353867,-0.52596929,-0.220036119,-0.279075545,-0.280020833,-0.499235766,0.545834191,-0.859986882,-0.287621871,0.550235491,0.893442621,0.155696657,-0.494969174,0.902846656,-0.079525594
1435,0.167322004,0.373452956,-0.338139767,0.091827143,-0.33956532,-0.369612788,-0.575607192,-0.470734615,-0.170535566,-0.339463447,-0.091878571,-0.369564872,0.368544633,-0.598212916,-0.181913507,0.3686094,0.618775758,0.091021014,-0.222711531,0.625064984,0.035268946
1440,0.031349526,-0.03269025,0.111607971,0.020372334,0.112174953,0.032923061,0.081767287,0.116783292,-0.022113132,0.112208341,-0.02039255,0.032948369,-0.032107357,-0.013631389,-0.024746657,-0.035150341,0.017246768,0.022567476,0.032069781,0.018617691,0.026459273
1445,-0.003302893,-0.054888228,0.066461657,-0.004897732,0.066628,0.05499968,0.084906362,0.084841907,0.017119564,0.066590324,0.004926515,0.054969848,-0.054684414,0.075892975,0.015538584,-0.055100443,-0.07732257,-0.004058479,0.036076281,-0.077334115,0.004372385
1450,-0.029077364,-0.012005757,-0.061966905,-0.029309188,-0.061912853,0.012048633,-0.015605233,-0.049165835,0.038736445,-0.061917246,0.02931197,0.012036706,-0.012515343,0.077601009,0.040624969,-0.012052768,-0.082823167,-0.028751492,0.002122112,-0.08509882,-0.020355256
1455,-0.059955194,-0.009269364,-0.149819041,-0.059988853,-0.149801264,0.009283715,-0.057865268,-0.128440273,0.077369003,-0.149803042,0.059991164,0.009273184,-0.009713279,0.142156547,0.081790502,-0.009292825,-0.152850036,-0.059786572,-0.006972867,-0.157779874,-0.044978123
1460,-0.011847207,-0.001962666,-0.028307667,-0.011852279,-0.028329426,0.00195774,-0.011436487,-0.024200451,0.01478534,-0.028332246,0.011828609,0.001937259,-0.002474662,0.026753748,0.015715762,-0.001920599,-0.028824322,-0.011712453,-0.003745313,-0.029771703,-0.008886601
1465,3.27E-04,1.15E-05,9.33E-04,3.14E-04,9.31E-04,-5.25E-06,3.30E-04,8.23E-04,-4.43E-04,9.36E-04,-3.10E-04,-5.21E-06,-6.01E-04,-8.01E-04,-6.12E-04,-4.84E-06,8.72E-04,3.25E-04,-6.69E-04,9.06E-04,2.61E-04
1470,1.05E-04,7.78E-06,2.30E-04,1.03E-04,2.29E-04,-6.58E-06,8.12E-05,1.99E-04,-1.15E-04,2.29E-04,-1.02E-04,-7.72E-06,-5.71E-04,-1.89E-04,-3.05E-04,7.05E-06,2.19E-04,1.06E-04,-2.24E-04,2.31E-04,9.24E-05
1475,3.99E-05,5.49E-06,3.45E-05,3.98E-05,3.37E-05,-5.43E-06,8.97E-06,2.76E-05,-2.20E-05,3.37E-05,-3.96E-05,-6.09E-06,-5.67E-04,-1.47E-05,-2.07E-04,6.77E-06,3.21E-05,4.16E-05,-7.61E-05,3.69E-05,4.06E-05
1480,1.91E-05,4.27E-06,-2.32E-05,1.96E-05,-2.35E-05,-4.53E-06,-1.37E-05,-2.27E-05,5.78E-06,-2.38E-05,-1.98E-05,-4.97E-06,-5.67E-04,3.65E-05,-1.68E-04,6.00E-06,-2.42E-05,2.09E-05,-2.77E-05,-2.15E-05,2.35E-05
1485,1.24E-05,3.54E-06,-3.84E-05,1.31E-05,-3.86E-05,-3.92E-06,-2.07E-05,-3.57E-05,1.34E-05,-3.89E-05,-1.35E-05,-4.35E-06,-5.67E-04,4.93E-05,-1.49E-04,5.60E-06,-3.93E-05,1.43E-05,-1.19E-05,-3.74E-05,1.77E-05
1490,1.04E-05,3.04E-06,-4.05E-05,1.11E-05,-4.08E-05,-3.49E-06,-2.26E-05,-3.75E-05,1.49E-05,-4.12E-05,-1.14E-05,-3.98E-06,-5.67E-04,5.05E-05,-1.36E-04,5.42E-06,-4.18E-05,1.21E-05,-6.87E-06,-4.02E-05,1.56E-05
1495,9.91E-06,2.66E-06,-3.83E-05,1.06E-05,-3.87E-05,-3.16E-06,-2.29E-05,-3.55E-05,1.43E-05,-3.92E-05,-1.10E-05,-3.73E-06,-5.68E-04,4.79E-05,-1.26E-04,5.34E-06,-3.99E-05,1.16E-05,-5.29E-06,-3.84E-05,1.50E-05
1500,9.70E-06,2.35E-06,-3.60E-05,1.04E-05,-3.65E-05,-2.88E-06,-2.29E-05,-3.34E-05,1.35E-05,-3.70E-05,-1.08E-05,-3.52E-06,-5.68E-04,4.53E-05,-1.17E-04,5.25E-06,-3.79E-05,1.13E-05,-4.84E-06,-3.65E-05,1.45E-05
1505,-0.123735724,0.061766641,-0.041726059,-0.123835824,-0.041948549,-0.061797785,1.219479335,-0.066945478,-0.033484771,-0.042005664,0.124102474,-0.062301925,0.061078964,-0.126428383,0.10693971,0.062144179,0.108807199,-0.125741961,-0.200469828,0.096397587,-0.137305814
425,-0.053465672,-0.004291152,-0.001725982,0.040946481,-0.004616905,5.81E-04,0.007248191,-0.004596659,-8.67E-04,-0.004638993,-0.040956123,4.23E-04,-0.070166605,-0.003958785,-0.001602606,0.040920362,-0.004274049,6.37E-04,-0.007949453,-0.00432725,1.63E-04
430,-0.019637641,1.01E-05,4.18E-05,-0.001359821,5.11E-05,6.59E-05,0.013621192,5.02E-05,2.19E-05,6.49E-05,0.001370772,1.50E-04,-0.020113334,-8.19E-04,-2.88E-04,-0.001363789,-8.57E-04,1.91E-04,0.012317837,-8.97E-04,2.52E-05
435,-0.005828636,-8.38E-05,-2.40E-05,0.002202214,-7.84E-05,3.16E-05,0.002168572,-8.16E-05,-3.38E-06,-7.67E-05,-0.002199283,4.78E-05,-0.006098966,-2.33E-04,-6.53E-05,0.002196822,-2.34E-04,7.09E-05,8.06E-04,-2.43E-04,2.09E-05
440,-0.002333452,-1.24E-04,-3.57E-05,8.19E-04,-1.21E-04,3.90E-05,7.91E-04,-1.24E-04,-1.06E-05,-1.20E-04,-8.16E-04,5.24E-05,-0.002661177,-2.76E-04,-7.70E-05,8.10E-04,-2.78E-04,7.51E-05,-9.46E-06,-2.91E-04,3.81E-05
445,-6.97E-04,-8.50E-05,-1.95E-05,2.65E-04,-8.17E-05,2.85E-05,1.51E-04,-8.45E-05,-5.31E-06,-8.12E-05,-2.64E-04,3.49E-05,-9.79E-04,-1.35E-04,-2.50E-05,2.62E-04,-1.30E-04,4.74E-05,5.67E-05,-1.37E-04,3.35E-05
450,-2.19E-04,-6.19E-05,-1.04E-05,1.28E-04,-5.91E-05,2.18E-05,-3.86E-05,-6.16E-05,-2.50E-06,-5.90E-05,-1.29E-04,2.32E-05,-4.57E-04,-6.09E-05,1.82E-06,1.28E-04,-5.26E-05,3.17E-05,2.43E-05,-5.75E-05,3.03E-05
455,-1.72E-04,-3.15E-05,-1.10E-07,1.66E-04,-2.97E-05,1.22E-05,-6.26E-05,-3.17E-05,8.62E-07,-3.02E-05,-1.67E-04,7.63E-06,-3.35E-04,1.16E-05,2.73E-05,1.68E-04,2.17E-05,1.42E-05,-8.46E-05,1.88E-05,2.51E-05
460,-1.55E-04,-2.27E-05,1.91E-06,1.70E-04,-2.15E-05,8.82E-06,-7.04E-05,-2.33E-05,1.40E-06,-2.22E-05,-1.72E-04,2.73E-06,-2.92E-04,3.24E-05,3.37E-05,1.73E-04,4.25E-05,8.33E-06,-1.10E-04,4.03E-05,2.16E-05
465,-1.48E-04,-2.19E-05,9.93E-07,1.66E-04,-2.12E-05,7.74E-06,-7.35E-05,-2.29E-05,8.64E-07,-2.19E-05,-1.67E-04,1.54E-06,-2.75E-04,3.69E-05,3.45E-05,1.68E-04,4.68E-05,6.62E-06,-1.08E-04,4.48E-05,1.96E-05
470,-1.45E-04,-2.43E-05,-9.82E-07,1.57E-04,-2.41E-05,7.58E-06,-7.42E-05,-2.55E-05,-9.79E-08,-2.46E-05,-1.59E-04,1.74E-06,-2.68E-04,3.53E-05,3.31E-05,1.59E-04,4.49E-05,6.43E-06,-9.70E-05,4.29E-05,1.84E-05
475,-1.42E-04,-2.67E-05,-2.84E-06,1.49E-04,-2.68E-05,7.54E-06,-7.50E-05,-2.81E-05,-9.98E-07,-2.73E-05,-1.51E-04,2.15E-06,-2.64E-04,3.29E-05,3.15E-05,1.51E-04,4.22E-05,6.52E-06,-8.56E-05,4.03E-05,1.75E-05
480,-1.40E-04,-2.87E-05,-4.46E-06,1.42E-04,-2.91E-05,7.50E-06,-7.59E-05,-3.03E-05,-1.80E-06,-2.96E-05,-1.44E-04,2.55E-06,-2.60E-04,3.08E-05,3.00E-05,1.44E-04,3.97E-05,6.63E-06,-7.57E-05,3.79E-05,1.67E-05
485,-1.37E-04,-3.05E-05,-5.93E-06,1.36E-04,-3.13E-05,7.47E-06,-7.69E-05,-3.23E-05,-2.54E-06,-3.17E-05,-1.37E-04,2.94E-06,-2.56E-04,2.87E-05,2.87E-05,1.38E-04,3.74E-05,6.75E-06,-6.66E-05,3.57E-05,1.60E-05
490,-1.35E-04,-3.23E-05,-7.28E-06,1.30E-04,-3.33E-05,7.46E-06,-7.78E-05,-3.42E-05,-3.23E-06,-3.37E-05,-1.31E-04,3.31E-06,-2.53E-04,2.69E-05,2.75E-05,1.32E-04,3.54E-05,6.88E-06,-5.82E-05,3.36E-05,1.54E-05
495,-1.33E-04,-3.39E-05,-8.52E-06,1.25E-04,-3.52E-05,7.47E-06,-7.86E-05,-3.60E-05,-3.88E-06,-3.55E-05,-1.26E-04,3.67E-06,-2.50E-04,2.51E-05,2.63E-05,1.26E-04,3.34E-05,7.01E-06,-5.05E-05,3.17E-05,1.49E-05
500,-1.31E-04,-3.55E-05,-9.66E-06,1.20E-04,-3.69E-05,7.49E-06,-7.93E-05,-3.76E-05,-4.49E-06,-3.72E-05,-1.21E-04,4.01E-06,-2.47E-04,2.35E-05,2.53E-05,1.21E-04,3.16E-05,7.13E-06,-4.34E-05,3.00E-05,1.45E-05
505,8.765232001,-0.282882317,0.012458396,-1.236301222,-0.270950235,-0.019462154,0.129995389,-0.249093183,-0.108157413,-0.271059419,1.235980356,-0.01926934,1.388200122,0.017422024,-0.086642276,-1.232700987,-0.023331639,-0.085512145,1.500377143,-0.016093668,-0.08673178
510,10.13646002,0.034345698,-0.006391272,0.136400785,0.008648346,-0.024504934,0.281069118,0.011938036,-0.017961608,0.008635857,-0.13609824,-0.024920146,0.29199951,0.678605641,0.038143458,0.139138183,0.681682745,-0.014742742,-0.295532019,0.672160081,-0.108662158
515,1.136866199,-0.260948852,-0.240539903,-0.734240225,0.35319958,0.07764241,0.407655491,0.322105934,0.16273491,0.353184523,0.734109771,0.077711199,0.864589048,-0.131069527,-0.169076028,-0.720270133,-0.146067067,-0.155914933,0.040021593,-0.154880694,-0.145042395
520,-0.417578001,-0.084561975,-0.011861996,0.016816541,0.085940468,-0.019493192,0.12638493,0.08946582,-0.001950316,0.085925384,-0.017055524,-0.019057003,0.116908368,0.188398262,-0.010055392,0.022951395,0.189066174,-0.008228749,-1.336559847,0.186973895,0.021140912
525,-0.136909963,-0.002720152,-0.002182368,3.53E-04,0.004085947,2.70E-04,0.003193869,0.004198331,5.52E-04,0.004086611,-3.13E-04,1.26E-04,9.88E-04,-5.53E-04,7.98E-05,3.15E-04,-3.13E-04,6.17E-04,0.01706128,-3.83E-04,0.003228362
530,-0.045165187,-3.30E-04,-7.19E-04,-6.52E-04,8.32E-04,2.95E-04,2.87E-04,8.58E-04,2.18E-04,8.32E-04,6.54E-04,2.70E-04,3.22E-04,-0.00120854,2.14E-05,-6.77E-04,-0.001130143,1.75E-04,0.006700989,-0.001127029,8.20E-04
535,-0.014750426,-9.34E-05,-2.29E-04,-2.03E-04,2.57E-04,9.56E-05,3.73E-05,2.67E-04,6.60E-05,2.57E-04,2.04E-04,8.72E-05,5.38E-05,-3.94E-04,6.58E-06,-2.11E-04,-3.68E-04,5.82E-05,0.002179765,-3.67E-04,2.68E-04
540,-0.004821176,-2.51E-05,-7.30E-05,-5.42E-05,7.74E-05,2.91E-05,-1.42E-05,8.09E-05,1.53E-05,7.74E-05,5.55E-05,2.24E-05,-8.40E-05,-1.30E-04,-6.77E-06,-5.67E-05,-1.21E-04,1.33E-05,6.46E-04,-1.20E-04,8.54E-05
545,-0.001575067,-5.65E-06,-6.60E-06,-7.70E-06,1.87E-05,6.09E-06,-2.54E-05,2.02E-05,-1.11E-06,1.88E-05,8.93E-06,9.16E-07,-6.50E-05,-1.89E-05,-1.21E-05,-8.00E-06,-1.56E-05,-4.99E-07,1.20E-04,-1.66E-05,3.29E-05
550,-5.16E-04,-8.12E-07,1.62E-05,2.71E-06,9.94E-07,-1.55E-06,-3.07E-05,1.78E-06,-5.43E-06,1.03E-06,-1.79E-06,-5.32E-06,-6.44E-05,9.28E-06,-1.22E-05,3.50E-06,1.06E-05,-4.80E-06,-4.30E-05,9.48E-06,1.34E-05
555,-4.61E-05,-3.37E-07,1.82E-05,3.37E-06,-3.55E-06,-4.14E-06,-3.40E-05,-2.98E-06,-6.10E-06,-3.52E-06,-2.73E-06,-6.83E-06,-6.72E-05,1.34E-05,-1.09E-05,4.74E-06,1.40E-05,-5.97E-06,-8.97E-05,1.32E-05,5.52E-06
560,1.24E-04,-4.85E-07,1.97E-05,2.06E-06,-3.91E-06,-4.24E-06,-3.76E-05,-3.56E-06,-5.27E-06,-3.88E-06,-1.55E-06,-6.43E-06,-7.13E-05,9.50E-06,-9.62E-06,3.47E-06,9.83E-06,-6.10E-06,-9.95E-05,9.36E-06,1.50E-06
565,1.64E-04,-8.29E-07,1.87E-05,-5.15E-08,-3.29E-06,-3.96E-06,-4.06E-05,-3.07E-06,-4.38E-06,-3.27E-06,4.52E-07,-5.72E-06,-7.34E-05,4.64E-06,-8.48E-06,1.38E-06,4.85E-06,-5.98E-06,-9.85E-05,4.69E-06,-8.37E-07
570,1.63E-04,-1.04E-06,1.70E-05,-2.07E-06,-2.64E-06,-3.62E-06,-4.33E-05,-2.48E-06,-3.65E-06,-2.62E-06,2.38E-06,-5.03E-06,-7.38E-05,4.81E-07,-7.57E-06,-6.33E-07,6.23E-07,-5.82E-06,-9.54E-05,7.26E-07,-2.38E-06
575,1.50E-04,-1.11E-06,1.51E-05,-3.67E-06,-2.14E-06,-3.31E-06,-4.58E-05,-2.03E-06,-3.09E-06,-2.13E-06,3.91E-06,-4.45E-06,-7.29E-05,-2.75E-06,-6.85E-06,-2.24E-06,-2.65E-06,-5.67E-06,-9.22E-05,-2.34E-06,-3.46E-06
580,1.35E-04,-1.13E-06,1.34E-05,-4.87E-06,-1.75E-06,-3.04E-06,-4.81E-05,-1.66E-06,-2.67E-06,-1.74E-06,5.06E-06,-3.98E-06,-7.10E-05,-5.05E-06,-6.29E-06,-3.44E-06,-4.97E-06,-5.53E-06,-8.97E-05,-4.50E-06,-4.21E-06
585,1.21E-04,-1.09E-06,1.18E-05,-5.75E-06,-1.47E-06,-2.81E-06,-5.02E-05,-1.38E-06,-2.35E-06,-1.45E-06,5.90E-06,-3.60E-06,-6.84E-05,-6.61E-06,-5.86E-06,-4.34E-06,-6.56E-06,-5.40E-06,-8.79E-05,-5.97E-06,-4.75E-06
590,1.08E-04,-1.03E-06,1.04E-05,-6.39E-06,-1.26E-06,-2.63E-06,-5.21E-05,-1.18E-06,-2.11E-06,-1.25E-06,6.51E-06,-3.29E-06,-6.54E-05,-7.63E-06,-5.53E-06,-5.00E-06,-7.58E-06,-5.29E-06,-8.66E-05,-6.90E-06,-5.12E-06
595,9.57E-05,-9.41E-07,9.22E-06,-6.85E-06,-1.11E-06,-2.47E-06,-5.38E-05,-1.03E-06,-1.93E-06,-1.10E-06,6.94E-06,-3.03E-06,-6.21E-05,-8.23E-06,-5.27E-06,-5.48E-06,-8.19E-06,-5.20E-06,-8.58E-05,-7.44E-06,-5.37E-06
